quintile,mean_uncertainty,error_rate,n
Q1,0.027077567,0.00886968387536957,140704
Q2,0.04085896,0.024157095747100295,140704
Q3,0.05706061,0.0330836365703889,140704
Q4,0.090073295,0.051746929724812374,140704
Q5,0.28528398,0.13594496247441437,140704
