Attack,Model,Seed,Precision,Recall,F1,PR-AUC,attack_steps,steps
Data Replay,GAT,2,0.7554466230936819,0.1586411986732243,0.26221760090745816,0.43750020125635825,8743,44259
DoS,GAT,2,0.9613940389579911,1.0,0.9803170804666467,0.9999996129023615,8193,44259
Feigned Braking,GAT,2,0.8557692307692307,0.9164759725400458,0.8850828729281768,0.9542540487211307,3496,44259
Position Mirroring,GAT,2,0.7834743653558984,0.1636514867955916,0.2707491184312376,0.4687548226445223,9618,44259
Random Position Offset,GAT,2,0.9564393939393939,0.9758454106280193,0.9660449545671927,0.991561938145881,8280,44259
Random Speed Offset,GAT,2,0.9565054835493519,0.9143435787467239,0.934949445730296,0.9667838327595064,8394,44259
Reversed Heading,GAT,2,0.949489984023596,0.9344460570875666,0.9419079548918012,0.9757465909315813,8268,44259
Sudden Constant Speed,GAT,2,0.5935960591133005,0.9204328453214513,0.721736960319441,0.9102093076457745,1571,44259
Sudden Stop,GAT,2,0.8410919540229885,0.7428934010152284,0.7889487870619946,0.845875398798348,3940,44259
Time Delay,GAT,2,0.11740041928721175,0.0064516129032258064,0.012231080048050671,0.18395498842071514,8680,44259
Traffic Congestion Sybil,GAT,2,0.9884954206283846,0.999369244354737,0.9939025920256944,0.9998181218586779,39635,83894
Zero Speed Report,GAT,2,0.9517419962335216,0.961474435196195,0.956583461492961,0.9942475848548777,8410,44259
Acceleration Multiplication,RAVEN-X,2,0.721671826625387,0.5675675675675675,0.6354095679433011,0.7291301662552567,4107,44259
Constant Position Offset,RAVEN-X,2,0.8751806595716726,0.7647531572904708,0.8162490043502236,0.8650692299561917,8710,44259
Constant Speed Offset,RAVEN-X,2,0.9330965746362699,0.9151685393258427,0.9240456066708265,0.970679088491027,8900,44259
Data Replay,RAVEN-X,2,0.88173609088261,0.6924396660185291,0.7757063232750336,0.8599690396904548,8743,44259
DoS,RAVEN-X,2,0.9273344651952462,1.0,0.9622973925299507,0.9999742903376823,8193,44259
Feigned Braking,RAVEN-X,2,0.7704877444912107,0.8901601830663616,0.8260119442601195,0.9063776648958054,3496,44259
Position Mirroring,RAVEN-X,2,0.8415747432483834,0.4600748596381784,0.5949179887066416,0.7107819974695198,9618,44259
Random Position Offset,RAVEN-X,2,0.9132054176072235,0.9771739130434782,0.9441073512252042,0.9915655000654611,8280,44259
Random Speed Offset,RAVEN-X,2,0.9154170571696345,0.9309030259709317,0.92309509746013,0.9733441953441898,8394,44259
Reversed Heading,RAVEN-X,2,0.9037201684604586,0.9343251088534107,0.918767840152236,0.9729480100985295,8268,44259
Sudden Constant Speed,RAVEN-X,2,0.5495219885277247,0.9147040101845958,0.6865742952699474,0.8926073894954323,1571,44259
Sudden Stop,RAVEN-X,2,0.7571265678449259,0.8426395939086294,0.7975975975975976,0.840051724803029,3940,44259
Time Delay,RAVEN-X,2,0.19348659003831417,0.023271889400921657,0.04154668860551213,0.18309398359905743,8680,44259
Traffic Congestion Sybil,RAVEN-X,2,0.9736210431564735,0.9824397628358774,0.9780105238041417,0.9976851711237172,39635,83894
Zero Speed Report,RAVEN-X,2,0.922355631789594,0.9590963139120096,0.9403672398717575,0.9901410954568404,8410,44259
Acceleration Multiplication,RAVEN-X-GF,2,0.7857711706928591,0.7207207207207207,0.7518415036830074,0.8194957887683805,4107,44259
Constant Position Offset,RAVEN-X-GF,2,0.9092957746478874,0.7412169919632606,0.8166982922201138,0.859341081919961,8710,44259
Constant Speed Offset,RAVEN-X-GF,2,0.9307779030439685,0.9276404494382022,0.9292065278559369,0.9772100648266763,8900,44259
Data Replay,RAVEN-X-GF,2,0.8755699367554052,0.6808875671966145,0.7660532749967829,0.8439138889024554,8743,44259
DoS,RAVEN-X-GF,2,0.9289115646258503,1.0,0.963145829659672,0.9999390946718671,8193,44259
Feigned Braking,RAVEN-X-GF,2,0.8028465998945704,0.8712814645308925,0.8356652949245542,0.9102256664155501,3496,44259
Position Mirroring,RAVEN-X-GF,2,0.8653084323712507,0.4769182782283219,0.6149205710838528,0.739034766160012,9618,44259
Random Position Offset,RAVEN-X-GF,2,0.9226563389907735,0.9782608695652174,0.9496453484963948,0.9935903231826015,8280,44259
Random Speed Offset,RAVEN-X-GF,2,0.923031588873173,0.9329282821062663,0.9279535489986965,0.9764971522004015,8394,44259
Reversed Heading,RAVEN-X-GF,2,0.9186432637571158,0.9368650217706821,0.9276646706586826,0.9795980148732234,8268,44259
Sudden Constant Speed,RAVEN-X-GF,2,0.5837728194726166,0.9159770846594526,0.7130822596630327,0.9050186018363336,1571,44259
Sudden Stop,RAVEN-X-GF,2,0.8007884972170687,0.8763959390862944,0.8368880271449346,0.8611509525907014,3940,44259
Time Delay,RAVEN-X-GF,2,0.053952321204516936,0.004953917050691244,0.00907460166719426,0.17060032702299138,8680,44259
Traffic Congestion Sybil,RAVEN-X-GF,2,0.9800891530460624,0.9985114166771792,0.9892145222770731,0.9998342732432268,39635,83894
Zero Speed Report,RAVEN-X-GF,2,0.926002527863955,0.9582639714625446,0.94185706772629,0.9921550675328551,8410,44259
