Attack,RandomForest,XGBoost,GRU,GAT,RAVEN-X
Reversed Heading,0.9660551603644079,0.9659523958268258,0.9670576491140505,0.9648870250985792,0.9612850599234486
Time Delay,0.0011494252873563218,0.0016114180478821363,0.0002300701714022777,0.0,0.00022983222247759135
